Date,Winner,WinnerScore,Loser,LoserScore,,,,,
11/11/2024,@Marshall,77,Southern Indiana,63,,,,,
11/11/2024,@Austin Peay,67,Chattanooga,61,,,,,
11/11/2024,@Alabama A&M,103,Ark Baptist,57,,,,,
11/11/2024,LIU Brooklyn,63,@Air Force,54,,,,,
11/11/2024,@Central Conn,117,NVU-Johnson,68,,,,,
11/11/2024,@S Carolina St,94,Voorhees,48,,,,,
11/11/2024,@Oklahoma,73,Northwestern LA,57,,,,,
11/11/2024,@Ga Southern,79,Augusta,69,,,,,
11/11/2024,@Hawaii,76,Pacific,66,,,,,
11/11/2024,@Butler,85,W Michigan,65,,,,,
11/11/2024,@Citadel,74,Stetson,52,,,,,
11/11/2024,@Furman,78,Jacksonville,69,,,,,
11/11/2024,@Iowa St,82,Missouri KC,56,,,,,
11/11/2024,@Maryland,84,Florida A&M,53,,,,,
11/11/2024,@Purdue,92,Yale,84,,,,,
11/11/2024,@SMU,81,UNC Greensboro,68,,,,,
11/11/2024,@UCLA,71,Boston Univ,40,,,,,
11/11/2024,@Virginia,62,Coppin St,45,,,,,
11/11/2024,@Virginia Tech,58,Winthrop,52,,,,,
11/11/2024,@North Alabama,87,TN Martin,69,,,,,
11/11/2024,@Charleston So,108,Morris SC,50,,,,,
11/11/2024,@Tulane,84,Alcorn St,51,,,,,
11/11/2024,@Missouri,84,E Washington,77,,,,,
11/11/2024,@Florida,86,Grambling,62,,,,,
11/11/2024,@George Mason,94,Stony Brook,56,,,,,
11/11/2024,@Washington St,90,Idaho,67,,,,,
11/11/2024,@Idaho St,87,Southern Oregon,63,,,,,
11/11/2024,@Texas A&M,97,Lamar,71,,,,,
11/11/2024,@Missouri St,90,MO Southern,61,,,,,
11/11/2024,@Montana St,93,Northwest Indian,35,,,,,
11/11/2024,@CS Bakersfield,86,N Dakota St,81,,,,,
11/11/2024,@Pittsburgh,83,Gardner Webb,64,,,,,
11/11/2024,@Rutgers,75,St Peter's,65,,,,,
11/11/2024,@Notre Dame,86,Buffalo,77,,,,,
11/11/2024,@Marquette,70,C Michigan,62,,,,,
11/11/2024,@DePaul,95,Mercer,64,,,,,
11/11/2024,@Ohio St,81,Youngstown St,47,,,,,
11/12/2024,@New Mexico,100,TAM C. Christi,81,,,,,
11/12/2024,@High Point,76,NC Central,60,,,,,
11/12/2024,@Columbia,76,Lehigh,75,,,,,
11/12/2024,@James Madison,100,Mary Baldwin,52,,,,,
11/12/2024,@SF Austin,87,Le Tourneau,68,,,,,
11/12/2024,@Rice,66,ULM,50,,,,,
11/12/2024,@Morgan St,90,Dist Columbia,64,,,,,
11/12/2024,@Oregon,80,Portland,70,O1,,,,
11/12/2024,@Samford,108,Rhodes,52,,,,,
11/12/2024,@Baylor,104,Sam Houston St,67,,,,,
11/12/2024,@Southern Utah,107,Bethesda,54,,,,,
11/12/2024,@Temple,69,Drexel,61,,,,,
11/12/2024,@San Diego St,100,Occidental,49,,,,,
11/12/2024,@Boise St,100,Corban,65,,,,,
11/12/2024,@Delaware St,70,Gwynedd-Mercy,54,,,,,
11/12/2024,@WKU,104,Campbellsville,76,,,,,
11/12/2024,@Oregon St,94,W Oregon,58,,,,,
11/12/2024,@Manhattan,88,Mercy,71,,,,,
11/12/2024,@William & Mary,84,Norfolk St,73,,,,,
11/12/2024,Belmont,80,@Lipscomb,79,,,,,
11/12/2024,Kentucky,77,Duke,72,"Atlanta,",GA,,,
11/12/2024,@Georgia,90,North Florida,77,,,,,
11/12/2024,Delaware,64,@Iona,58,,,,,
11/12/2024,@La Salle,93,Cornell,77,,,,,
11/12/2024,Kansas,77,Michigan St,69,"Atlanta,",GA,,,
11/12/2024,Rider,90,@Navy,79,,,,,
11/12/2024,@St Joseph's PA,83,Villanova,76,,,,,
11/12/2024,@Syracuse,74,Colgate,72,,,,,
11/12/2024,@TCU,76,Texas St,71,,,,,
11/12/2024,@Utah,96,Queens NC,65,,,,,
11/12/2024,@Clemson,75,E Kentucky,62,,,,,
11/12/2024,North Dakota,85,Dickinson St ND,54,"Bismarck,",ND,,,
11/12/2024,UC Riverside,70,@Cal Baptist,69,,,,,
11/12/2024,@UC San Diego,64,CS Sacramento,54,,,,,
11/12/2024,@Abilene Chr,101,McMurry,55,,,,,
11/12/2024,@Colorado St,74,Denver,65,,,,,
11/12/2024,@Siena,74,American Univ,66,,,,,
11/12/2024,@East Carolina,110,Mt Olive,73,,,,,
11/12/2024,Fairfield,62,@New Hampshire,56,,,,,
11/12/2024,@Fordham,78,Binghamton,63,,,,,
11/12/2024,@Providence,60,Hampton,51,,,,,
11/12/2024,@Arkansas St,80,Ark Little Rock,63,,,,,
11/12/2024,@Illinois St,85,Ohio,75,,,,,
11/12/2024,@Incarnate Word,84,Prairie View,81,,,,,
11/12/2024,@IUPUI,97,Goshen,55,,,,,
11/12/2024,SIUE,77,@Indiana St,72,,,,,
11/12/2024,@Xavier,94,Jackson St,57,,,,,
11/12/2024,Loyola MD,68,@NJIT,50,,,,,
11/12/2024,@Southern Miss,104,Loyola NO,65,,,,,
11/12/2024,@Miami OH,88,MD E Shore,70,,,,,
11/12/2024,@N Illinois,79,Monmouth NJ,66,,,,,
11/12/2024,@Army,101,Mt St Mary NY,48,,,,,
11/12/2024,@Stanford,90,Northern Arizona,64,,,,,
11/12/2024,@Lafayette,65,Penn,63,,,,,
11/12/2024,Portland St,85,@San Diego,76,,,,,
11/12/2024,@Radford,87,Old Dominion,75,,,,,
11/12/2024,@Rhode Island,105,Franklin Pierce,73,,,,,
11/12/2024,@Penn St,92,St Francis PA,62,,,,,
11/12/2024,@St Mary's CA,87,Akron,68,,,,,
11/12/2024,@PFW,91,Bethune-Cookman,69,,,,,
11/12/2024,@South Florida,85,Ark Pine Bluff,69,,,,,
11/12/2024,@Mississippi St,80,SE Louisiana,59,,,,,
11/12/2024,@Tennessee Tech,76,West Georgia,73,,,,,
11/12/2024,@Texas,105,Chicago St,58,,,,,
11/12/2024,@South Carolina,80,Towson,54,,,,,
11/12/2024,@UC Davis,80,Menlo,70,,,,,
11/12/2024,@UTEP,78,Permian Basin,58,,,,,
11/12/2024,@Bradley,85,UT San Antonio,72,,,,,
11/12/2024,Cleveland St,75,@Valparaiso,67,,,,,
11/12/2024,@VMI,102,Christendom,56,,,,,
11/12/2024,@N Colorado,113,Colorado Chr,56,,,,,
11/12/2024,@Liberty,81,Carolina Univ,45,,,,,
11/12/2024,@G Washington,85,NC A&T,80,,,,,
11/12/2024,@Georgia Tech,81,TX Southern,62,,,,,
11/12/2024,@Florida St,72,Tarleton St,52,,,,,
11/12/2024,@UCF,100,FL Atlantic,94,,,,,
11/12/2024,@Northwestern,83,IL Chicago,74,,,,,
11/12/2024,@Iowa,96,South Dakota,77,,,,,
11/12/2024,@Mississippi,64,South Alabama,54,,,,,
11/13/2024,@ETSU,82,Tusculum,54,,,,,
11/13/2024,@Nevada,88,Weber St,58,,,,,
11/13/2024,SUNY Albany,87,@Dartmouth,73,,,,,
11/13/2024,@Jacksonville St,72,Georgia St,67,,,,,
11/13/2024,@Mercer,101,Trinity Bap,43,,,,,
11/13/2024,Southern Indiana,71,@Bellarmine,69,,,,,
11/13/2024,@UC Santa Barbara,91,Fresno St,86,,,,,
11/13/2024,@USC,98,UT Arlington,95,,,,,
11/13/2024,@Alabama A&M,103,Fisk,69,,,,,
11/13/2024,@Utah St,117,Westminster UT,53,,,,,
11/13/2024,@Tulsa,85,Oral Roberts,76,,,,,
11/13/2024,@Arkansas,65,Troy,49,,,,,
11/13/2024,Howard,88,Tennessee St,84,O1,"Atlanta,",GA,,
11/13/2024,@Washington,77,Seattle Pacific,62,,,,,
11/13/2024,@Dayton,77,Ball St,69,,,,,
11/13/2024,@CS Northridge,98,Nobel,50,,,,,
11/13/2024,@BYU,99,Queens NC,55,,,,,
11/13/2024,@Colorado,83,CS Fullerton,53,,,,,
11/13/2024,@Houston,91,Louisiana,45,,,,,
11/13/2024,@Illinois,66,Oakland,54,,,,,
11/13/2024,@Kennesaw,94,Bryan,59,,,,,
11/13/2024,@Mercyhurst,62,Canisius,52,,,,,
11/13/2024,@Nebraska,86,F Dickinson,60,,,,,
11/13/2024,@San Francisco,84,Long Beach St,54,,,,,
11/13/2024,@VCU,63,Merrimack,42,,,,,
11/13/2024,@Wake Forest,85,SC Upstate,80,,,,,
11/13/2024,@SE Missouri St,93,Crowley's Ridge,38,,,,,
11/13/2024,@Cent Arkansas,108,Randall,49,,,,,
11/13/2024,@NC State,82,Coastal Car,70,,,,,
11/13/2024,@Creighton,78,Houston Chr,43,,,,,
11/13/2024,@Utah Tech,90,Bethesda,59,,,,,
11/13/2024,@MTSU,80,Evansville,63,,,,,
11/13/2024,C Michigan,70,@George Mason,69,,,,,
11/13/2024,@Northeastern,78,Harvard,56,,,,,
11/13/2024,Mt St Mary's,93,@Bucknell,89,O2,,,,
11/13/2024,@Campbell,83,Newberry,40,,,,,
11/13/2024,N Dakota St,88,@Santa Clara,80,O1,,,,
11/13/2024,@Charlotte,65,Richmond,48,,,,,
11/13/2024,@East Texas A&M,70,Southern Univ,68,,,,,
11/13/2024,@Tennessee,92,Montana,57,,,,,
11/13/2024,@Toledo,86,Wright St,77,,,,,
11/13/2024,@St John's,66,Wagner,45,,,,,
11/13/2024,@W Carolina,99,Truett-McConnell,64,,,,,
11/13/2024,WI Green Bay,87,@W Illinois,73,,,,,
11/13/2024,@Presbyterian,71,Wofford,68,,,,,
11/13/2024,@Yale,100,Emerson,46,,,,,
11/13/2024,@Vanderbilt,85,California,69,,,,,
11/13/2024,St Bonaventure,74,@FGCU,65,,,,,
11/13/2024,Louisiana Tech,76,Massachusetts,66,"Uniondale,",NY,,,
11/13/2024,@Longwood,76,WI Milwaukee,62,,,,,
11/13/2024,@Connecticut,90,Le Moyne,49,,,,,
11/13/2024,Hofstra,49,Seton Hall,48,"Uniondale,",NY,,,
11/13/2024,North Texas,54,@Minnesota,51,,,,,
11/13/2024,@Auburn,79,Kent,56,,,,,
11/13/2024,@Texas Tech,96,Wyoming,49,,,,,
11/14/2024,@New Mexico St,83,TAM C. Christi,82,,,,,
11/14/2024,@Jacksonville,71,S Carolina St,62,,,,,
11/14/2024,@ULM,110,Ecclesia,48,,,,,
11/14/2024,@Chattanooga,76,Morehead St,62,,,,,
11/14/2024,Nicholls St,61,@N Kentucky,59,,,,,
11/14/2024,@Cal Poly,75,Seattle,71,,,,,
11/14/2024,@South Dakota,92,Dakota Wesleyan,69,,,,,
11/14/2024,@Florida Intl,110,Florida National,55,,,,,
11/14/2024,@North Dakota,77,Utah Valley,71,,,,,
11/14/2024,@Citadel,79,North Greenville,54,,,,,
11/14/2024,@Tarleton St,88,Tabor,57,,,,,
11/14/2024,LSU,76,@Kansas St,65,,,,,
11/14/2024,@UC Riverside,79,La Sierra,51,,,,,
11/14/2024,@UMBC,92,Coppin St,67,,,,,
11/14/2024,@Denver,86,Colorado Chr,63,,,,,
11/14/2024,E Michigan,74,@IUPUI,71,,,,,
11/14/2024,Arizona St,87,Grand Canyon,76,"Phoenix,",AZ,,,
11/14/2024,@Missouri,111,MS Valley St,39,,,,,
11/14/2024,@UNLV,80,NE Omaha,69,,,,,
11/14/2024,New Orleans,82,Lindenwood,74,Moon,"Township,",PA,,
11/14/2024,Northern Arizona,60,@Pacific,57,,,,,
11/14/2024,@Robert Morris,63,Stonehill,51,,,,,
11/14/2024,N Colorado,78,S Dakota St,69,Rapid,"City,",SD,,
11/14/2024,@Wichita St,79,Northern Iowa,73,,,,,
11/14/2024,Bryant,87,@Buffalo,64,,,,,
11/14/2024,@Oklahoma St,85,S Illinois,78,,,,,
11/15/2024,@High Point,68,UAB,65,,,,,
11/15/2024,@Gardner Webb,80,Elon,79,,,,,
11/15/2024,@Gonzaga,113,MA Lowell,54,,,,,
11/15/2024,@Memphis,94,Ohio,70,,,,,
11/15/2024,@St Thomas MN,102,St Norbert,54,,,,,
11/15/2024,SIUE,79,@W Michigan,60,,,,,
11/15/2024,@Brown,76,New Hampshire,58,,,,,
11/15/2024,@UT Arlington,95,Texas Col,69,,,,,
11/15/2024,Ga Southern,80,NC Central,75,Rock,"Hill,",SC,,
11/15/2024,@Boston College,72,Temple,69,,,,,
11/15/2024,@Butler,81,SMU,70,,,,,
11/15/2024,@Iona,62,Vermont,59,,,,,
11/15/2024,Marquette,78,@Maryland,74,,,,,
11/15/2024,@Michigan,76,TCU,64,,,,,
11/15/2024,@North Carolina,107,American Univ,55,,,,,
11/15/2024,St Joseph's PA,86,@Penn,69,,,,,
11/15/2024,@Pittsburgh,86,West Virginia,62,,,,,
11/15/2024,@Purdue,87,Alabama,78,,,,,
11/15/2024,@UCLA,85,Lehigh,45,,,,,
11/15/2024,Virginia,70,Villanova,60,"Baltimore,",MD,,,
11/15/2024,Penn St,86,Virginia Tech,64,"Baltimore,",MD,,,
11/15/2024,Samford,97,@North Alabama,96,O1,,,,
11/15/2024,@Cal Baptist,90,LIU Brooklyn,77,,,,,
11/15/2024,@Oregon St,70,CS Fullerton,51,,,,,
11/15/2024,@Cincinnati,86,Nicholls St,49,,,,,
11/15/2024,@Col Charleston,119,FL Atlantic             1,16,O2,,,,
11/15/2024,@Northwestern,67,E Illinois,58,O1,,,,
11/15/2024,@Fairfield,93,John Jay,44,,,,,
11/15/2024,Florida,87,@Florida St,74,,,,,
11/15/2024,@Manhattan,78,Fordham,76,,,,,
11/15/2024,Holy Cross,82,Sacred Heart,75,"Providence,",RI,,,
11/15/2024,Loyola-Chicago,73,@Princeton,68,,,,,
11/15/2024,@Marist,91,Army,88,O1,,,,
11/15/2024,@Old Dominion,73,MD E Shore,71,,,,,
11/15/2024,@Rutgers,98,Monmouth NJ,81,,,,,
11/15/2024,Stonehill,80,New Orleans,54,Moon,"Township,",PA,,
11/15/2024,Belmont,79,@Air Force,71,,,,,
11/15/2024,@Quinnipiac,58,Maine,55,,,,,
11/15/2024,@Robert Morris,67,Lindenwood,53,,,,,
11/15/2024,UNC Wilmington,89,@SC Upstate,85,,,,,
11/15/2024,@South Florida,74,West Georgia,55,,,,,
11/15/2024,Tennessee Tech,72,VMI,71,White,Sulphur,"Springs,",WV,
11/15/2024,UTRGV,86,Charleston So,76,White,Sulphur,"Springs,",WV,
11/15/2024,@Furman,75,Tulane,67,,,,,
11/15/2024,@Winthrop,86,William & Mary,85,,,,,
11/15/2024,@Wisconsin,103,Arizona,88,,,,,
11/15/2024,@DePaul,84,Duquesne,58,,,,,
11/15/2024,Iowa,76,Washington St,66,"Moline,",IL,,,
11/15/2024,@Texas A&M,78,Ohio St,64,,,,,
11/15/2024,Georgia,77,@Georgia Tech,69,,,,,
11/16/2024,@Davidson,76,ETSU,70,,,,,
11/16/2024,@Longwood,64,TN Martin,62,,,,,
11/16/2024,@SUNY Albany,70,Siena,60,,,,,
11/16/2024,@CS Bakersfield,74,Fresno St,56,,,,,
11/16/2024,@Abilene Chr,72,Texas St,60,,,,,
11/16/2024,@Cornell,81,Lafayette,71,,,,,
11/16/2024,@Drake,63,FGCU,61,,,,,
11/16/2024,@IL Chicago,117,St Mary's MN,59,,,,,
11/16/2024,St Peter's,69,@UMBC,61,,,,,
11/16/2024,@South Alabama,75,Mercer,66,,,,,
11/16/2024,Murray St,88,@MTSU,67,,,,,
11/16/2024,@Morgan St,81,NJIT,69,,,,,
11/16/2024,Northeastern,80,Central Conn,62,"Moncton,",NB,,,
11/16/2024,@UC Irvine,80,Pepperdine,62,,,,,
11/16/2024,@San Francisco,82,Chicago St,37,,,,,
11/16/2024,Seattle,84,@UC San Diego,71,,,,,
11/16/2024,@PFW,93,Southern Indiana,74,,,,,
11/16/2024,@Stony Brook,93,St Joseph's LI,45,,,,,
11/16/2024,@Tennessee St,81,Alabama A&M,71,,,,,
11/16/2024,@Wright St,92,Central St OH,56,,,,,
11/16/2024,@Syracuse,104,Youngstown St,95,O2,,,,
11/16/2024,Sacred Heart,80,New Hampshire,63,"Providence,",RI,,,
11/16/2024,@Michigan St,86,Bowling Green,72,,,,,
11/16/2024,@Rice,77,Northwestern LA,75,O1,,,,
11/16/2024,@Marshall,83,Bellarmine,62,,,,,
11/16/2024,@Delaware St,93,Cheyney St,51,,,,,
11/16/2024,@Oral Roberts,87,Haskell,52,,,,,
11/16/2024,VMI,80,Charleston So,69,White,Sulphur,"Springs,",WV,
11/16/2024,UTRGV,83,Tennessee Tech,58,White,Sulphur,"Springs,",WV,
11/16/2024,SIUE,76,Canisius,58,"Kalamazoo,",MI,,,
11/16/2024,@BYU,95,Idaho,71,,,,,
11/16/2024,La Salle,71,@Drexel,68,,,,,
11/16/2024,@Duke,86,Wofford,35,,,,,
11/16/2024,@Indiana,87,South Carolina,71,,,,,
11/16/2024,@Kansas,78,Oakland,57,,,,,
11/16/2024,@Kennesaw,85,Presbyterian,67,,,,,
11/16/2024,@Oklahoma,85,Stetson,64,,,,,
11/16/2024,@VCU,83,Loyola MD,57,,,,,
11/16/2024,@Xavier,75,Wake Forest,60,,,,,
11/16/2024,Portland,63,@Long Beach St,61,,,,,
11/16/2024,CS Northridge,79,@CS Sacramento,69,,,,,
11/16/2024,@Dayton,76,Capital,55,,,,,
11/16/2024,@W Illinois,63,Cent Arkansas,61,,,,,
11/16/2024,@Creighton,79,Missouri KC,56,,,,,
11/16/2024,Toledo,82,@Detroit,67,,,,,
11/16/2024,@Wyoming,86,Utah Tech,69,,,,,
11/16/2024,@East Carolina,78,George Mason,77,O2,,,,
11/16/2024,@Cleveland St,71,E Michigan,63,,,,,
11/16/2024,Radford,92,@Evansville,81,,,,,
11/16/2024,Notre Dame,84,@Georgetown,63,,,,,
11/16/2024,Norfolk St,67,@Hampton,58,,,,,
11/16/2024,Ark Little Rock,81,@UT San Antonio,64,,,,,
11/16/2024,Holy Cross,73,@Brown,65,,,,,
11/16/2024,@Arkansas St,59,SF Austin,49,,,,,
11/16/2024,Idaho St,78,@San Diego,66,,,,,
11/16/2024,@Incarnate Word,92,Ark Pine Bluff,64,,,,,
11/16/2024,Indiana St,94,@Ball St,84,,,,,
11/16/2024,@Vanderbilt,94,Jackson St,81,,,,,
11/16/2024,@Columbia,77,Mercyhurst,63,,,,,
11/16/2024,@Texas,89,MS Valley St,43,,,,,
11/16/2024,@Missouri St,111,Tulsa                   1,6,O3,,,,
11/16/2024,@Mt St Mary's,66,St Francis PA,58,,,,,
11/16/2024,@Southern Utah,79,NE Omaha,73,,,,,
11/16/2024,@UNC Greensboro,99,NC Wesleyan,54,,,,,
11/16/2024,@Providence,79,WI Green Bay,65,,,,,
11/16/2024,@Bucknell,80,Richmond,76,O2,,,,
11/16/2024,@St Louis,77,Loy Marymount,71,,,,,
11/16/2024,@Bethune-Cookman,75,S Carolina St,62,,,,,
11/16/2024,@Binghamton,77,Misericordia,48,,,,,
11/16/2024,@Nevada,85,Santa Clara,59,,,,,
11/16/2024,@Boston Univ,78,Dartmouth,50,,,,,
11/16/2024,@Towson,67,James Madison,63,,,,,
11/16/2024,@Bradley,76,N Illinois,60,,,,,
11/16/2024,@Seton Hall,54,Wagner,28,,,,,
11/16/2024,NC Central,78,William & Mary,76,Rock,"Hill,",SC,,
11/16/2024,@Minnesota,59,Yale,56,,,,,
11/16/2024,Ga Southern,89,@Winthrop,87,,,,,
11/16/2024,FL Atlantic,77,Liberty,74,O1,"Charleston,",SC,,
11/16/2024,Hofstra,75,@Massachusetts,71,O1,,,,
11/16/2024,@Houston Chr,84,Rockford,64,,,,,
11/16/2024,Mississippi,84,Colorado St,69,"Southaven,",MS,,,
11/16/2024,@St Bonaventure,71,Le Moyne,52,,,,,
11/17/2024,Mississippi St,78,Utah,73,"Southaven,",MS,,,
11/17/2024,NC A&T,82,@Citadel,73,,,,,
11/17/2024,@Samford,97,TX Southern,82,,,,,
11/17/2024,Chattanooga,87,@SE Missouri St,82,,,,,
11/17/2024,UC Santa Barbara,64,@San Jose St,59,,,,,
11/17/2024,@Oregon,82,Troy,61,,,,,
11/17/2024,Princeton,68,@Merrimack,57,,,,,
11/17/2024,@Baylor,104,Tarleton St,41,,,,,
11/17/2024,@W Michigan,92,Canisius,69,,,,,
11/17/2024,@Boise St,84,Clemson,71,,,,,
11/17/2024,@Colorado,88,Harvard,66,,,,,
11/17/2024,St Mary's CA,77,Nebraska,74,Sioux,"Falls,",SD,,
11/17/2024,@WKU,66,Lipscomb,61,,,,,
11/17/2024,Jacksonville St,71,@Coastal Car,53,,,,,
11/17/2024,Liberty,68,@Col Charleston,47,,,,,
11/17/2024,@Miami FL,93,Coppin St,63,,,,,
11/17/2024,@Denver,79,Montana St,78,,,,,
11/17/2024,Cal Poly,82,@E Washington,78,,,,,
11/17/2024,@F Dickinson,85,Manhattan,82,,,,,
11/17/2024,@Arizona St,81,St Thomas MN,66,,,,,
11/17/2024,@Hawaii,73,Weber St,68,O1,,,,
11/17/2024,Holy Cross,74,New Hampshire,72,"Providence,",RI,,,
11/17/2024,@Illinois St,107,Trinity Chr,52,,,,,
11/17/2024,Sam Houston St,85,@Lamar,72,,,,,
11/17/2024,Campbell,86,@Navy,66,,,,,
11/17/2024,@Robert Morris,73,New Orleans,62,,,,,
11/17/2024,@Brown,89,Sacred Heart,70,,,,,
11/17/2024,@Southern Univ,131,Ecclesia,42,,,,,
11/17/2024,Lindenwood,75,Stonehill,74,"Pittsburgh,",PA,,,
11/17/2024,@Tennessee,103,Austin Peay,68,,,,,
11/17/2024,@Stanford,79,UC Davis,65,,,,,
11/17/2024,@Washington,74,MA Lowell,69,,,,,
11/17/2024,William & Mary,102,Ga Southern,87,Rock,"Hill,",SC,,
11/17/2024,California,71,@USC,66,,,,,
11/17/2024,@Winthrop,77,NC Central,75,,,,,
11/17/2024,@St John's,85,New Mexico,71,,,,,
11/18/2024,@Alabama St,115,VA-Lynchburg,64,,,,,
11/18/2024,@Georgia St,106,Toccoa Falls,66,,,,,
11/18/2024,@Louisiana Tech,105,Mississippi Col,67,,,,,
11/18/2024,@South Alabama,95,Spring Hill,61,,,,,
11/18/2024,Bryant,85,@Delaware,84,,,,,
11/18/2024,@UAB,109,Auburn M'gomery,64,,,,,
11/18/2024,Gonzaga,80,@San Diego St,67,,,,,
11/18/2024,Howard,75,@Florida Intl,70,,,,,
11/18/2024,@Missouri KC,119,Calvary Bib,19,,,,,
11/18/2024,@McNeese St,68,North Texas,61,,,,,
11/18/2024,@Auburn,102,North Alabama,69,,,,,
11/18/2024,@Iowa St,87,IUPUI,52,,,,,
11/18/2024,@Michigan,94,Miami OH,67,,,,,
11/18/2024,UNC Asheville,89,@North Florida,75,,,,,
11/18/2024,@SMU,110,Prairie View,69,,,,,
11/18/2024,@CS Fullerton,62,Idaho St,61,,,,,
11/18/2024,@NC State,72,Colgate,49,,,,,
11/18/2024,@High Point,80,American Univ,73,,,,,
11/18/2024,@MD E Shore,113,Gallaudet,58,,,,,
11/18/2024,@Wichita St,70,Monmouth NJ,66,,,,,
11/18/2024,@S Illinois,69,N Dakota St,44,,,,,
11/18/2024,@Arkansas,91,Pacific,72,,,,,
11/18/2024,@Pittsburgh,93,VMI,48,,,,,
11/18/2024,@Radford,96,S Virginia,50,,,,,
11/18/2024,@S Dakota St,89,Mt Marty,41,,,,,
11/18/2024,SE Louisiana,70,@ULM,67,,,,,
11/18/2024,@Wisconsin,87,UTRGV,84,,,,,
11/18/2024,@Utah St,95,Montana,83,,,,,
11/18/2024,@Washington St,83,N Colorado,69,,,,,
11/18/2024,@G Washington,84,NJIT,64,,,,,
11/18/2024,@Texas Tech,98,Ark Pine Bluff,64,,,,,
11/19/2024,@Old Dominion,71,Randolph-Macon,55,,,,,
11/19/2024,@Michigan St,83,Samford,75,,,,,
11/19/2024,@Charlotte,60,Gardner Webb,54,,,,,
11/19/2024,Rice,83,@Louisiana,61,,,,,
11/19/2024,Troy,84,@West Georgia,65,,,,,
11/19/2024,@Northern Arizona,82,Embry-Riddle AZ,47,,,,,
11/19/2024,@TCU,71,Alcorn St,48,,,,,
11/19/2024,E Kentucky,86,@Chicago St,66,,,,,
11/19/2024,@Northwestern LA,121,John Melvin LA,49,,,,,
11/19/2024,@Tennessee St,110,East-West,33,,,,,
11/19/2024,@Loyola-Chicago,76,Southern Utah,72,,,,,
11/19/2024,@Appalachian St,65,Queens NC,53,,,,,
11/19/2024,@Boston College,82,Loyola MD,61,,,,,
11/19/2024,@Iowa,83,Rider,58,,,,,
11/19/2024,@Kansas,84,UNC Wilmington,66,,,,,
11/19/2024,@Kansas St,74,MS Valley St,56,,,,,
11/19/2024,@Kentucky,97,Lipscomb,68,,,,,
11/19/2024,@Louisville,100,Bellarmine,68,,,,,
11/19/2024,@Marquette,76,Purdue,58,,,,,
11/19/2024,@Maryland,108,Canisius,37,,,,,
11/19/2024,@Wake Forest,82,W Carolina,69,,,,,
11/19/2024,Cincinnati,76,@N Kentucky,60,,,,,
11/19/2024,@DePaul,78,E Illinois,69,,,,,
11/19/2024,@Ohio St,80,Evansville,30,,,,,
11/19/2024,Drexel,67,@Fairfield,61,,,,,
11/19/2024,@Florida,84,Florida A&M,60,,,,,
11/19/2024,@Fordham,101,Georgian Court,61,,,,,
11/19/2024,Hampton,78,@UMBC,68,,,,,
11/19/2024,@Idaho,101,Evergreen St,58,,,,,
11/19/2024,@Marist,75,Dartmouth,62,,,,,
11/19/2024,@Mercyhurst,98,Mt Aloysius,45,,,,,
11/19/2024,@Missouri St,78,UT Arlington,68,,,,,
11/19/2024,@Northwestern,72,Montana St,69,,,,,
11/19/2024,Quinnipiac,74,@Navy,63,,,,,
11/19/2024,@Bowling Green,76,Niagara,68,,,,,
11/19/2024,@Belmont,90,Oral Roberts,80,,,,,
11/19/2024,@Villanova,93,Penn,49,,,,,
11/19/2024,@Providence,78,Delaware St,48,,,,,
11/19/2024,@Tulane,72,Bethune-Cookman,57,,,,,
11/19/2024,Longwood,66,@Binghamton,60,,,,,
11/19/2024,@Santa Clara,96,UC Riverside,54,,,,,
11/19/2024,@SC Upstate,95,S Wesleyan,63,,,,,
11/19/2024,@UCF,80,Tennessee Tech,69,,,,,
11/19/2024,Wagner,60,@Boston Univ,58,,,,,
11/19/2024,@WI Green Bay,82,SIUE,57,,,,,
11/19/2024,@Vermont,78,Buffalo,67,,,,,
11/19/2024,@Northern Iowa,82,W Illinois,56,,,,,
11/19/2024,WI Milwaukee,80,@Duquesne,74,,,,,
11/19/2024,@Notre Dame,75,North Dakota,58,,,,,
11/19/2024,@Florida St,79,Hofstra,61,,,,,
11/19/2024,@Connecticut,81,East Texas A&M,46,,,,,
11/19/2024,@Minnesota,58,Cleveland St,47,,,,,
11/19/2024,@LSU,77,Charleston So,68,,,,,
11/19/2024,@Georgia,93,Alabama A&M,45,,,,,
11/20/2024,Columbia,80,@LIU Brooklyn,72,,,,,
11/20/2024,Elon,75,@N Illinois,48,,,,,
11/20/2024,@Lehigh,100,Valley Forge,53,,,,,
11/20/2024,@MA Lowell,121,Fisher,66,,,,,
11/20/2024,@Morehead St,63,Austin Peay,58,,,,,
11/20/2024,@NC A&T,86,Morgan St,83,,,,,
11/20/2024,@Fresno St,94,Prairie View,83,,,,,
11/20/2024,UTEP,79,@UC Santa Barbara,76,,,,,
11/20/2024,@USC,82,San Jose St,68,,,,,
11/20/2024,@New Hampshire,78,Endicott,64,,,,,
11/20/2024,@St Peter's,116,St Elizabeth,51,,,,,
11/20/2024,@C Michigan,86,Central St OH,52,,,,,
11/20/2024,@Furman,124,Oglethorpe,48,"Greenville,",SC,,,
11/20/2024,South Dakota,80,@W Michigan,76,,,,,
11/20/2024,@Gonzaga,84,Long Beach St,41,,,,,
11/20/2024,Alabama,100,Illinois,87,"Birmingham,",AL,,,
11/20/2024,@Kennesaw,84,Abilene Chr,78,,,,,
